256	84035.86
512	112944.61
1024	229582.47
2048	175660.85
4096	344254.55
8192	717346.66
16384	1455295.45
32768	3004403.37
65536	6270075.05
131072	1.301967333E7
262144	2.69550629E7
524288	4.795570666E7
1048576	9.022622671E7
