256	43696.19
512	58447.92
1024	93519.12
2048	246272.51
4096	205382.08
8192	214013.3
16384	475220.38
32768	994814.93
65536	2133157.87
131072	4571881.64
262144	9894148.02
524288	2.087514414E7
1048576	4.460844087E7
